시간,부하(kW),ESS,,풍력 #1,,풍력 #2,,풍력 #3,,풍력 #4,,"수평면일사량
(w/m2)","경사면일사량
(w/m2)","태양광 #1
유효전력(kW)","태양광 #2
유효전력(kW)","태양광 #3
유효전력(kW)","태양광 #4
유효전력(kW)","디젤 #1
유효전력(kW)","디젤 #2
유효전력(kW)","디젤 #3
유효전력(kW)"
,,SOC(%),유효전력(kW),풍속(m/s),유효전력(kW),풍속(m/s),유효전력(kW),풍속(m/s),유효전력(kW),풍속(m/s),유효전력(kW),,,,,,,,,
201603081230 ,118.053,50.6,-113.233,9.75,113.239,13.058,0,11.768,-0.001,10.817,0,11,8,0,0,0,0,49.485,68.563,0
201603081245 ,130.549,50.6,-81.128,11.609,81.134,12.842,0,9.828,0,11.05,0,0,0,0,0,0,0,56.752,73.791,0
201603081300 ,130.178,50.6,-91.449,11.962,93.025,10.113,0,12.709,0,13.233,0,0,0,0,0,0,0,54.978,73.624,0
201603081315 ,115.45,50.6,-99.324,11.184,99.314,13.66,0,10.462,0,10.584,0,0,0,0,0,0,0,48.54,66.92,0
201603081330 ,157.552,50.6,109.886,14.003,0,15.954,0,11.288,0,10.899,-0.001,0,0,0,0,0,0,47.667,0,0
201603081345 ,125.47,50.9,-139.544,12.594,0,12.291,98.017,10.61,88.503,10.481,72.394,0,0,1,2,1.9,1.2,0,0,0
201603081400 ,110.318,53,-112.373,15.272,0,12.105,98.501,8.198,37.043,11.36,78.947,0,0,1.2,2.9,2.4,1.7,0,0,0
201603081415 ,115.458,54.9,-120.651,12.888,0,10.836,66.303,12.361,90.277,10.498,70.829,0,0,1.5,3,2.4,1.8,0,0,0
201603081430 ,109.03,56.6,-187.053,13.461,0,13.011,106.165,12.268,101.596,10.113,79.022,0,0,1.3,3.4,2.6,2,0,0,0
201603081445 ,137.452,58.3,-130.756,10.878,0,11.609,92.084,12.13,81.55,11.508,85.874,0,0,1.3,3.2,2.5,1.7,0,0,0
201603081500 ,131.627,59.8,-78.9,10.074,0,9.065,55.811,10.717,73.971,9.707,69.845,1,1,1.6,3.9,3,2.4,0,0,0
201603081515 ,123.573,61,-70.309,8.919,0,9.292,56.004,9.162,57.509,10.034,64.369,11,11,2.3,6,4.4,3.3,0,0,0
201603081530 ,126.798,61.7,-13.435,9.483,0,9.828,61.098,8.869,38.325,7.171,27.51,7,7,1.9,4.8,3.7,2.9,0,0,0
201603081545 ,120.867,62.3,-83.161,10.481,0,12.119,93.704,9.402,52.306,8.751,44.118,7,8,2.2,5.1,3.8,2.8,0,0,0
201603081600 ,152.76,64.3,-189.915,14.003,0,16.4,112.965,15.51,112.346,13.105,108.364,0,0,1.3,3.2,2.5,2,0,0,0
201603081615 ,140.302,66.6,-199.723,16.642,0,13.705,108.666,13.105,111.074,13.705,111.485,0,0,1.5,2.7,2.6,2,0,0,0
201603081630 ,123.086,69,-218.112,15.385,0,17.821,112.818,12.995,106.288,15.01,114.292,0,0,1.4,2.1,2.4,1.9,0,0,0
201603081645 ,144.605,71.2,-227.633,13.058,21.514,14.483,113.532,14.662,113.581,13.824,114.211,0,0,1.5,3.2,2.6,2.1,0,0,0
201603081700 ,160.535,73.4,-191.963,13.988,22.225,14.25,113.456,14.962,103.42,14.003,106.797,0,0,1,2.6,2.1,0.9,0,0,0
201603081715 ,159.554,75.2,-205.286,13.679,31.698,15.323,113.549,13.705,113.26,11.782,101.733,0,0,0.7,1.5,1.5,0.9,0,0,0
201603081730 ,158.37,77,-140.438,14.64,8.318,15.25,113.534,11.288,96.916,9.97,74.04,0,0,1,2,1.9,1.1,0,0,0
201603081745 ,121.741,78.8,-95.451,17.549,6.302,12.888,102.541,14.183,103.349,13.679,0,0,0,0.7,2,1.5,0.8,0,0,0
201603081800 ,143.954,80,-73.628,13.25,4.103,12.09,99.732,12.735,109.047,11.782,0,0,0,0.7,1.7,1.4,0.9,0,0,0
201603081815 ,148.094,81,-15.07,11.324,0.384,11.312,82.973,10.481,76.207,9.997,0,0,0,0,1.5,1.5,0.6,0,0,0
201603081830 ,145.672,82,-83.572,16.339,9.393,13.679,110.508,9.872,70.414,11.434,38.929,0,0,0,0,0,0,0,0,0
201603081845 ,137.199,83.4,-135.981,10.173,67.917,11.609,90.11,8.398,38.267,9.673,76.886,0,0,0,0,0,0,0,0,0
201603081900 ,132.175,84.7,-164.234,11.36,48.086,10.336,75.522,10.953,78.786,12.142,94.015,0,0,0,0,0,0,0,0,0
201603081915 ,139.319,85.7,-54.979,11.673,24.82,9.767,68.639,8.984,48.533,8.772,52.306,0,0,0,0,0,0,0,0,0
201603081930 ,124.61,86.9,-178.778,10.953,47.857,11.471,94.878,13.533,95.983,9.733,64.67,0,0,0,0,0,0,0,0,0
201603081945 ,165.107,88.3,-81.447,11.05,48.119,9.331,62.698,9.598,65.184,9.556,70.553,0,0,0,0,0,0,0,0,0
201603082000 ,146.929,89.3,-98.908,10.123,35.431,9.863,59.869,10.899,86.443,9.028,64.094,0,0,0,0,0,0,0,0,0
201603082015 ,143.104,89.7,-59.037,7.441,14.569,9.094,59.949,9.631,62.089,10.481,65.534,0,0,0,0,0,0,0,0,0
201603082030 ,131.048,90.4,-93.614,7.441,37.902,8.658,36.034,10.451,78.409,10.103,72.317,0,0,0,0,0,0,0,0,0
201603082045 ,135.66,91.3,-37.526,9.54,19.91,8.025,39.921,9.556,61.529,8.616,51.826,0,0,0,0,0,0,0,0,0
201603082100 ,133.334,91.8,79.707,10.006,10.904,7.089,0,8.941,42.723,8.32,0,0,0,0,0,0,0,0,0,0
201603082115 ,135.985,91.7,79.178,8.086,5.383,6.307,0,8.898,51.424,7.953,0,0,0,0,0,0,0,0,0,0
201603082130 ,129.083,93,50.025,8.644,31.006,10.357,0,8.813,48.052,9.483,0,0,0,0,0,0,0,0,0,0
201603082145 ,119.222,92.8,20.956,9.292,31.646,10.472,0,10.663,66.62,10.789,0,0,0,0,0,0,0,0,0,0
201603082200 ,134.235,92.3,69.501,7.834,24.16,8.359,0,8.827,40.574,6.984,0,0,0,0,0,0,0,0,0,0
201603082215 ,136.56,91.9,76.02,8.166,33.72,8.418,0,6.819,26.82,7.436,0,0,0,0,0,0,0,0,0,0
201603082230 ,144.27,91.2,95.47,6.195,29.648,6.519,0,6.477,19.152,7.024,0,0,0,0,0,0,0,0,0,0
201603082245 ,147.151,90.3,85.777,7.123,23.851,5.946,-0.001,7.9,37.524,6.814,0,0,0,0,0,0,0,0,0,0
201603082300 ,164.557,89.8,107.094,6.688,39.21,5.37,0,5.787,18.253,6.283,0,0,0,0,0,0,0,0,0,0
201603082315 ,154.869,88.9,101.234,4.63,15.604,6.26,18.982,6.074,19.049,5.993,0,0,0,0,0,0,0,0,0,0
201603082330 ,156.007,88,60.592,8.223,44.938,7.484,29.762,7.431,20.715,6.097,0,0,0,0,0,0,0,0,0,0
201603082345 ,147.454,87.5,-1.494,7.747,42.579,8.919,41.384,10.123,64.985,7.374,0,0,0,0,0,0,0,0,0,0
201603090000 ,134.679,87.4,-2.441,7.337,79.629,6.979,26.183,7.712,31.308,9.776,0,0,0,0,0,0,0,0,0,0
201603090015 ,108.958,87,11.851,9.665,34.101,9.402,43.647,6.168,19.359,5.255,0,0,0,0,0,0,0,0,0,0
201603090030 ,107.439,87,-149.089,8.609,109.741,10.316,71.316,9.907,75.471,7.605,0,0,0,0,0,0,0,0,0,0
201603090045 ,110.155,87.3,-37.35,9.269,42.838,10.064,59.331,8.693,45.336,8.581,0,0,0,0,0,0,0,0,0,0
201603090100 ,120.248,87.8,-69.49,9.284,90.88,7.834,38.277,9.673,60.581,7.953,0,0,0,0,0,0,0,0,0,0
201603090115 ,124.485,88.1,-72.8,8.379,75.837,9.094,57.717,9.656,63.731,10.305,0,0,0,0,0,0,0,0,0,0
201603090130 ,124.426,88.2,0.218,7.864,54.704,7.616,33.602,7.911,35.902,9.648,0,0,0,0,0,0,0,0,0,0
201603090145 ,104.294,88.3,-6.159,10.575,35.725,7.965,34.36,8.405,40.368,10.093,0,0,0,0,0,0,0,0,0,0
201603090200 ,125.705,88.6,-16.031,10.931,37.219,9.69,51.494,8.841,53.023,7.119,0,0,0,0,0,0,0,0,0,0
201603090215 ,118.418,88.9,-34.196,10.044,56.876,9.907,63.158,7.811,32.58,8.701,0,0,0,0,0,0,0,0,0,0
201603090230 ,131.853,89,-52.388,11.471,56.605,11.962,84.506,9.006,43.13,6.896,0,0,0,0,0,0,0,0,0,0
201603090245 ,134.011,89.3,-32.67,9.483,59.814,10.254,72.093,7.656,34.774,8.281,0,0,0,0,0,0,0,0,0,0
201603090300 ,119.23,89.5,38.157,8.117,0,7.753,34.376,9.402,46.697,8.526,0,0,0,0,0,0,0,0,0,0
201603090315 ,111.649,89.9,-57.037,8.472,0,13.011,89.384,9.623,79.302,10.798,0,0,0,0,0,0,0,0,0,0
201603090330 ,109.363,90.3,-51.166,11.634,-0.001,11.976,94.696,9.707,65.834,10.91,0,0,0,0,0,0,0,0,0,0
201603090345 ,121.919,90.6,45.476,7.959,0,6.979,24.543,9.3,51.9,6.857,0,0,0,0,0,0,0,0,0,0
201603090400 ,122.217,91.5,21.182,7.511,0,8.813,44.673,9.899,56.362,8.326,0,0,0,0,0,0,0,0,0,0
201603090415 ,131.383,91.7,30.737,11.92,0,9.606,0,12.888,100.646,12.142,0,0,0,0,0,0,0,0,0,0
201603090430 ,113.495,91.7,63.674,9.776,0,8.179,0,8.32,49.821,8.806,0,0,0,0,0,0,0,0,0,0
201603090445 ,121.552,91.7,64.891,10.69,0,9.261,0,9.458,56.661,6.248,0,0,0,0,0,0,0,0,0,0
201603090500 ,130.86,91.6,87.609,7.735,0,8.326,0,8.425,43.251,9.69,0,0,0,0,0,0,0,0,0,0
201603090515 ,134.314,91.4,74.85,8.117,11.916,8.772,-0.001,7.278,47.549,7.588,0,0,0,0,0,0,0,0,0,0
201603090530 ,135.085,91.1,85.051,8.955,14.061,9.623,0,7.463,35.973,8.82,0,0,0,0,0,0,0,0,0,0
201603090545 ,133.52,90.7,84.691,9.89,14.282,8.736,0,5.763,34.547,5.477,0,0,0,0,0,0,0,0,0,0
201603090600 ,136.154,90.6,65.406,8.486,14.55,8.307,0,9.192,56.198,7.834,0,0,0,0,0,0,0,0,0,0
201603090615 ,125.904,90.6,45.925,9.828,11.096,7.84,0,9.573,68.883,9.087,0,0,0,0,0,0,0,0,0,0
201603090630 ,125.505,90.8,82.087,9.154,2.023,8.905,0,7.823,41.395,8.581,0,0,0,0,0,0,0,0,0,0
201603090645 ,107.516,90.8,49.176,9.45,3.856,9.573,0,8.877,54.484,8.255,0,0,0,0,0,0,0,0,0,0
201603090700 ,120.909,90.6,88.04,10.593,4.406,5.739,0,8.192,28.463,7.506,0,0,0,0,0,0,0,0,0,0
201603090715 ,126.057,90.5,105.532,6.702,-0.021,8.049,0,7.211,20.546,9.682,0,0,0,0,0,0,0,0,0,0
201603090730 ,114.34,90.3,80.378,12.671,-0.022,11.837,0,8.274,33.984,10.244,0,0,0,0,0,0,0,0,0,0
201603090745 ,137.727,90.3,77.008,8.779,0,7.004,0,8.898,56.219,9.246,0,0,0,0.7,1.5,1.5,0.8,0,0,0
201603090800 ,127.358,90.1,65.484,11.195,0,9.606,0,9.854,56.974,8.326,0,0,0,0.9,1.5,1.6,0.9,0,0,0
201603090815 ,118.81,90.1,25.673,13.705,0,14.395,0,10.931,85.137,9.169,0,0,0,1.8,2.4,2.3,1.5,0,0,0
201603090830 ,127.294,90.3,29.551,10.264,0,13.25,0,11.206,88.943,13.089,0,0,1,2.3,2.4,2.4,1.7,0,0,0
201603090845 ,132.277,90.5,39.305,11.128,0,10.451,0,10.619,74.372,8.672,0,0,25,4.5,5.4,5.3,3.4,0,0,0
201603090900 ,139.728,90.6,8.753,9.979,0,9.132,0,14.199,110.475,15.983,0,1,25,5.1,6.1,5.5,3.8,0,0,0
201603090915 ,155.21,90.9,28.746,12.119,0,10.153,0,12.903,103.364,10.025,0,3,27,5.6,6.9,6.4,4.2,0,0,0
201603090930 ,160.745,91.2,-58.013,12.268,112.614,10.762,0,11.264,79.444,11.206,0,5,33,6.6,7.9,7.4,4.8,0,0,0
201603090945 ,145.019,91.8,-11.38,13.058,106.599,16.249,0,13.624,0,9.006,0,27,80,12.3,16.1,12.7,8.7,0,0,0
201603091000 ,97.095,92.1,-106.194,14.617,87.789,14.052,0,10.378,0,10.441,0,107,210,26.9,40.5,26.2,21.9,0,0,0
201603091015 ,174.517,92.6,-45.34,13.497,46.357,14.052,0,14.685,0,12.076,0,233,446,33.7,64.3,44.1,31.4,0,0,0
201603091030 ,136.968,92.7,-43.592,12.385,75.061,10.506,0,11.061,0,13.058,-0.001,360,467,26.7,0,45.2,33.6,0,0,0
201603091045 ,109.73,92.7,-35.634,11.508,56.764,12.105,0,12.142,0,13.905,0,431,579,33.7,0,54.9,0,0,0,0
201603091100 ,120.589,92.6,-19.704,10.91,46.093,13.407,0,12.518,0,13.058,0,454,620,33.3,0,60.9,0,0,0,0
201603091115 ,102.907,92.6,-37.431,8.274,44.738,6.048,0,7.468,0,7.412,0,453,613,35.1,0,60.5,0,0,0,0
201603091130 ,104.256,92.6,-96.29,11.99,92.246,9.386,0,9.222,0,11.195,0,523,713,39.3,0,69,0,0,0,0
201603091145 ,110.853,92.6,-33.015,8.862,31.468,8.16,0,10.498,0,9.05,0,552,750,41.8,0,70.6,0,0,0,0
201603091200 ,95.105,92.6,-91.403,9.899,71.508,10.336,0,13.425,0,10.868,0,569,771,42.7,0,72.3,0,0,0,0
201603091215 ,107.329,92.8,-46.855,12.164,81.085,10.074,0,12.373,0,12.314,-0.001,585,789,0,0,73.1,0,0,0,0
201603091230 ,102.53,92.8,-13.576,13.461,41.906,10.78,0,11.906,0,12.268,0,596,806,0,0,74.2,0,0,0,0
201603091245 ,95.895,92.7,-26.879,12.918,50.074,11.634,0,10.113,0,12.872,0,605,814,0,0,72.7,0,0,0,0
201603091300 ,102.817,92.6,6.564,8.729,20.853,9.767,0,6.371,0,9.05,0,609,816,0,0,75.4,0,0,0,0
201603091315 ,102.101,92.6,8.978,8.249,18.523,8.898,0,11.217,0,13.027,0,612,818,0,0,74.6,0,0,0,0
201603091330 ,93.349,92.6,-2.941,9.682,22.19,8.486,0,12.568,0,9.45,0,611,810,0,0,74.1,0,0,0,0
201603091345 ,100.242,92.6,-5.53,14.461,32.872,11.976,0,8.117,0,8.568,0,603,799,0,0,72.9,0,0,0,0
201603091400 ,99.18,92.6,-25.596,11.782,52.576,11.496,0,8.204,0,9.979,0,590,777,0,0,72.2,0,0,0,0
201603091415 ,87.84,92.6,-15.333,9.793,34.473,9.499,0,12.748,0,15.395,0,575,753,0,0,68.7,0,0,0,0
201603091430 ,87.517,92.6,-3,7.384,22.017,7.421,0,7.905,0,8.891,0,554,723,0,0,68.5,0,0,0,0
201603091445 ,94.905,92.6,-3.037,11.976,33.342,8.63,0,9.631,0,10.143,0,528,685,0,0,64.6,0,0,0,0
201603091500 ,93.79,92.6,7.918,11.795,23.472,14.417,0,13.718,0,11.92,0,500,647,0,0,62.4,0,0,0,0
201603091515 ,96.368,92.4,40.068,12.164,0,11.05,0,12.373,0,17.449,0,468,601,0,0,56.3,0,0,0,0
201603091530 ,92.218,92.3,36.518,17.415,0,16.369,0,19.563,0,13.824,0,436,558,0,0,55.7,0,0,0,0
201603091545 ,93.203,92.1,33.539,10.857,8.164,9.378,0,12.105,0,13.784,0,400,508,0,0,51.5,0,0,0,0
201603091600 ,94.367,91.8,41.839,11.15,6.228,9.087,0,8.772,0,9.934,0,369,464,0,0,46.3,0,0,0,0
201603091615 ,94.97,91.6,25.916,13.233,3.453,12.291,0.001,10.985,0,12.373,0,324,404,0,0,42.3,23.3,0,0,0
201603091630 ,112.574,91.2,57.693,12.696,-0.319,9.339,0,11.385,0,13.074,0,283,349,0,0,36,19.2,0,0,0
201603091645 ,120.069,90.8,73.433,13.105,1.036,9.802,0,15.01,0,9.308,0,243,295,0,0,30.9,14.7,0,0,0
201603091700 ,139.187,90,107.816,13.679,-0.129,10.808,0,10.584,0,10.336,0,62,73,0,0,22.1,9.4,0,0,0
201603091715 ,137.4,89.2,111.801,15.225,-0.001,11.409,0,10.074,0,10.91,0,59,62,0,0,18.3,7.3,0,0,0
201603091730 ,132.005,88.3,113.456,10.347,-0.551,7.995,0,13.66,0,12.543,0,52,55,0,0,13.7,5.4,0,0,0
201603091745 ,132.345,87.4,117.335,15.646,1.711,14.395,-0.001,13.25,0,8.333,0,26,26,0,0,9,4.3,0,0,0
201603091800 ,131.574,86.4,123.254,14.439,0.22,11.795,0,9.548,0,13.838,0,15,14,0,0,5.1,3,0,0,0
201603091815 ,140.661,85.4,99.82,9.907,2.295,15.01,0,12.581,32.965,8.884,-0.019,4,3,0,0,3.4,2.2,0,0,0
201603091830 ,128.658,85.4,-93.588,11.772,10.711,12.995,64.534,11.976,80.286,10.113,64.115,0,0,0,0,1.7,0.9,0,0,0
201603091845 ,132.393,86.4,-108.266,10.383,14.258,14.216,112.278,13.074,111.823,15.925,0,0,0,0,0,1.5,0.8,0,0,0
201603091900 ,129.855,86.7,-66.662,10.438,20.936,12.903,103.729,10.699,71.852,17.89,0,0,0,0,0,0,0,0,0,0
201603091915 ,142.616,87,-60.536,12.888,11.6,13.042,101.813,12.268,89.739,13.824,0,0,0,0,0,0,0,0,0,0
201603091930 ,157.288,86.9,35.476,11.948,16.949,12.408,104.863,14.166,0,14.64,0,0,0,0,0,0,0,0,0,0
201603091945 ,151.118,87.1,39.648,12.842,7.757,13.497,103.713,5.946,0,10.103,0,0,0,0,0,0,0,0,0,0
201603092000 ,132.867,87.1,45.515,11.385,40.287,8.294,47.066,10.034,0,10.093,-0.001,0,0,0,0,0,0,0,0,0
201603092015 ,168.533,87.1,19.85,13.233,40.993,13.479,107.69,9.507,0,10.123,0,0,0,0,0,0,0,0,0,0
201603092030 ,145.303,87.1,53.452,10.084,12.661,9.69,79.191,8.061,-0.001,7.193,0,0,0,0,0,0,0,0,0,0
201603092045 ,131.236,87.2,78.086,10.726,14.419,8.223,38.731,9.916,0,8.772,0,0,0,0,0,0,0,0,0,0
201603092100 ,133.421,87.5,13.399,11.36,22.301,12.827,97.721,11.976,0,10.093,0,0,0,0,0,0,0,0,0,0
201603092115 ,137.42,87.8,-11.931,15.385,43.449,14.019,105.902,13.233,0,12.268,0,0,0,0,0,0,0,0,0,0
201603092130 ,156.522,88,44.705,11.434,15.661,10.006,63.923,9.997,32.233,12.268,0,0,0,0,0,0,0,0,0,0
201603092145 ,144.462,88.4,1.714,11.029,16.039,9.087,60.426,9.323,66.283,10.857,0,0,0,0,0,0,0,0,0,0
201603092200 ,144.029,88.7,-32.537,9.269,59.171,7.983,40.324,9.057,77.071,12.722,0,0,0,0,0,0,0,0,0,0
201603092215 ,137.524,89.2,7.333,11.976,20.35,9.916,86.956,7.158,22.885,6.702,0,0,0,0,0,0,0,0,0,0
201603092230 ,135.156,89.8,-44.702,8.533,26.718,10.123,75.884,9.863,77.256,9.006,0,0,0,0,0,0,0,0,0,0
201603092245 ,132.427,90.1,85.225,9.042,8.796,7.211,30.491,4.786,7.915,6.945,0,0,0,0,0,0,0,0,0,0
201603092300 ,146.457,90.2,71.759,9.925,31.192,12.256,0,7.328,43.506,8.007,0,0,0,0,0,0,0,0,0,0
201603092315 ,142.261,90,84.399,9.656,39.108,9.69,0,7.817,18.754,6.93,0,0,0,0,0,0,0,0,0,0
201603092330 ,112.283,89.9,4.162,9.716,70.634,7.588,0,8.223,37.487,6.989,0,0,0,0,0,0,0,0,0,0
201603092345 ,130.477,89.9,36.483,10.921,25.377,6.611,0,10.857,68.617,9.177,0,0,0,0,0,0,0,0,0,0
201603100000 ,134.615,90,-16.522,12.279,66.437,10.015,0,10.593,84.7,5.082,0,0,0,0,0,0,0,0,0,0
201603100015 ,139.994,90.1,-16.454,11.276,94.975,8.52,0,9.872,61.473,3.117,0,0,0,0,0,0,0,0,0,0
201603100030 ,137.87,90.1,65.358,10.836,45.767,10.224,0,7.834,26.745,8.848,0,0,0,0,0,0,0,0,0,0
201603100045 ,119.45,90.1,-48.359,12.683,63.139,11.571,0,11.906,104.67,9.3,0,0,0,0,0,0,0,0,0,0
201603100100 ,124.516,90.3,5.364,10.726,55.416,10.942,0,10.628,63.736,8.198,0,0,0,0,0,0,0,0,0,0
201603100115 ,117.276,90.6,-48.378,14.708,62.955,15.564,0,13.731,102.699,10.735,0,0,0,0,0,0,0,0,0,0
201603100130 ,118.852,90.9,24.674,11.754,17.005,11.161,0,10.953,77.173,8.827,0,0,0,0,0,0,0,0,0,0
201603100145 ,118.007,91.2,39.126,13.718,3.581,14.461,0.001,10.798,75.299,7.412,0,0,0,0,0,0,0,0,0,0
201603100200 ,115.175,91.5,8.845,11.634,1.689,13.233,0,13.217,104.641,13.089,0,0,0,0,0,0,0,0,0,0
201603100215 ,111.178,91.8,7.26,12.581,0.303,12.244,0,12.842,103.615,10.826,0,0,0,0,0,0,0,0,0,0
201603100230 ,130.093,92,60.381,13.974,2.737,7.735,0,9.109,66.975,9.988,0,0,0,0,0,0,0,0,0,0
201603100245 ,136.533,92.3,51.052,14.035,3.995,13.443,0,10.808,81.486,11.324,0,0,0,0,0,0,0,0,0,0
201603100300 ,133.982,92.4,87.821,7.511,-0.209,7.379,-0.001,8.855,46.371,6.748,0,0,0,0,0,0,0,0,0,0
201603100315 ,127.453,92.7,47.316,12.164,3.976,9.631,0,10.921,76.161,11.117,0,0,0,0,0,0,0,0,0,0
201603100330 ,124.63,92.7,64.432,10.388,3.657,8.554,0,9.606,56.541,13.074,0,0,0,0,0,0,0,0,0,0
201603100345 ,101.369,93,43.932,9.37,3.421,6.999,0,9.45,54.016,13.824,0,0,0,0,0,0,0,0,0,0
201603100400 ,119.423,93,58.334,6.683,9.131,7.479,0,10.367,51.958,10.025,0,0,0,0,0,0,0,0,0,0
201603100415 ,128.958,92.8,69.937,8.438,6.074,10.275,0,10.489,52.947,9.863,0,0,0,0,0,0,0,0,0,0
201603100430 ,134.69,92.7,81.303,9.589,9.684,7.37,0,9.124,43.703,9.785,0,0,0,0,0,0,0,0,0,0
201603100445 ,115.295,92.6,24.456,10.123,34.277,9.581,0,13.824,56.562,9.916,0,0,0,0,0,0,0,0,0,0
201603100500 ,118.711,92.5,35.67,11.823,30.143,12.221,0,9.872,52.898,10.234,0,0,0,0,0,0,0,0,0,0
201603100515 ,127.123,92.5,64.322,9.673,5.987,10.69,0,12.256,56.814,10.357,0,0,0,0,0,0,0,0,0,0
201603100530 ,123.909,92.4,59.733,9.916,5.463,9.556,0,11.948,58.713,13.851,0,0,0,0,0,0,0,0,0,0
201603100545 ,140.285,92.3,78.176,11.906,3.146,9.491,0,11.609,58.963,7.611,0,0,0,0,0,0,0,0,0,0
201603100600 ,139.52,91.9,80.57,10.378,17.088,11.422,0,8.905,41.862,8.948,0,0,0,0,0,0,0,0,0,0
201603100615 ,136.764,91.6,74.704,10.123,2.196,11.172,0,12.735,59.864,9.997,0,0,0,0,0,0,0,0,0,0
201603100630 ,149.95,91.2,144.195,11.422,5.776,7.811,0,10.295,-0.021,9.943,0,0,0,0,0,0,0,0,0,0
201603100645 ,133.042,90.5,99.704,14.731,0,14.199,0,8.595,33.338,10.244,0,0,0,0,0,0,0,0,0,0
201603100700 ,108.876,90.1,72.415,11.336,0,7.882,0,10.91,36.461,8.333,0,0,0,0,0,0,0,0,0,0
201603100715 ,110.613,89.8,110.633,11.483,0,7.251,0,9.109,-0.02,7.911,0,0,0,0,0,0,0,0,0,0
201603100730 ,130.034,89.3,99.35,9.979,0,11.083,-0.28,10.584,-0.31,9.284,28.974,0,0,0,0,1.5,0.8,0,0,0
201603100745 ,138.909,89.2,71.662,11.647,0,13.284,-0.277,11.05,34.656,7.31,27.768,3,1,0,0,2.7,2.4,0,0,0
201603100800 ,136.033,89.1,31.343,8.884,0,8.765,-0.273,8.526,27.274,9.598,71.489,8,7,0,0,3.5,2.7,0,0,0
201603100815 ,130.412,89,76.436,8.862,0,8.779,-0.267,8.223,-0.021,7.695,41.764,35,27,0,0,6.9,5.6,0,0,0
201603100830 ,133.078,88.8,13.985,8.472,53.746,5.275,-0.265,7.337,-0.02,9.154,58.432,8,5,0,0,3.9,3.3,0,0,0
201603100845 ,127.508,88.5,47.263,8.031,40.191,7.707,-0.266,7.237,-0.019,8.135,25.639,41,33,0,0,7.9,6.8,0,0,0
201603100900 ,151.51,88.5,-32.057,10.708,41.402,11.948,-0.263,9.665,37.333,9.3,51.395,77,72,0,29.6,12.4,11.7,0,0,0
201603100915 ,152.341,88.8,28.683,13.96,-0.022,12.142,-0.263,7.351,-0.02,8.339,38.363,210,258,0,33.8,24.9,26.9,0,0,0
201603100930 ,149.534,89.3,-26.878,9.899,-0.549,9.548,-0.261,8.123,24.886,9.776,50.936,238,288,0,43.6,34.4,23.4,0,0,0
201603100945 ,118.864,89.7,-6.086,15.201,-0.085,12.408,-0.263,11.508,31.675,8.262,63.523,221,247,0,0,0,30.1,0,0,0
201603101000 ,115.987,90,12.004,9.97,5.031,6.237,-0.26,7.457,27.518,9.54,50.694,182,190,0,0,0,21,0,0,0
201603101015 ,89.904,90.3,-62.738,9.491,2.587,9.811,70.07,10.451,55.185,9.606,0,211,228,0,0,0,24.8,0,0,0
201603101030 ,109.152,90.5,34.616,14.199,0.318,9.284,54.518,10.357,0,9.177,0,163,173,0,0,0,19.7,0,0,0
201603101045 ,106.632,90.5,28.405,6.762,-0.021,8.568,51.648,6.229,0,9.458,0,249,282,0,0,0,26.6,0,0,0
201603101100 ,104.35,90.5,-29.112,10.481,7.14,12.872,98.421,11.348,0.001,7.799,0,246,302,0,0,0,27.9,0,0,0
201603101115 ,96.12,90.5,-54.603,12.872,0.001,12.21,97.022,11.459,0,8.459,0,543,711,0,0,0,53.7,0,0,0
201603101130 ,100.624,90.5,-19.467,7.741,0,10.515,85.591,14.417,0,15.25,0,304,378,0,0,0,34.5,0,0,0
201603101145 ,89.052,90.7,-36.071,9.355,0,10.244,73.123,4.639,0,8.013,0,559,741,0,0,0,52,0,0,0
201603101200 ,91.334,90.8,46.034,13.878,0,13.851,0,9.863,0,9.491,0,551,720,0,0,0,45.3,0,0,0
201603101215 ,78.861,90.6,26.861,12.105,0,13.25,0,8.236,0,7.522,0,597,788,0,0,0,52,0,0,0
201603101230 ,117.433,90.4,87.233,8.412,0,12.709,0,9.988,0,13.089,0,355,435,0,0,0,30.2,0,0,0
201603101245 ,105.061,89.9,23.907,13.988,45.355,15.395,0,9.979,-0.001,11.471,0,386,460,0,0,0,35.8,0,0,0
201603101300 ,135.063,89.2,30.81,8.255,67.853,10.744,0,12.709,0,12.291,0,381,470,0,0,0,36.4,0,0,0
201603101315 ,120.282,88.7,-75.106,11.483,69.388,11.139,0,13.042,0,9.598,0,633,827,0,0,72.6,53.4,0,0,0
201603101330 ,78.917,88.8,-102.451,11.686,61.769,10.506,-0.001,9.724,0,11.795,0,644,847,0,0,72.3,47.3,0,0,0
201603101345 ,109.934,88.9,-66.85,14.25,52.484,12.722,0,12.385,0,8.602,0,628,821,0,0,74.4,49.9,0,0,0
201603101400 ,102.241,89.1,-17.61,15.564,-0.948,15.564,0,11.36,-0.001,19.24,0,614,801,0,0,71.6,49.2,0,0,0
201603101415 ,94.619,89.3,-25.642,9.434,2.461,15.701,0,7.127,0,12.995,0,602,784,0,0,70.8,47,0,0,0
201603101430 ,118.785,89.3,-0.5,12.872,3.485,9.215,0,12.361,0,9.094,0,585,760,0,0,70.5,45.3,0,0,0
201603101445 ,115.005,89.3,5.593,8.841,0.612,12.814,0,11.782,0,10.006,0,558,721,0,0,66.6,42.2,0,0,0
